S.No,Sentence,Annotator 1,Annotator 2,IAA,label
5579,Who said it did? I was only pointing out the absurdity of gun control laws and how they lead to federal overlords deeming that your not capable of playing with matches. (I would not be suprised if this were next.),Sarcastic,Sarcastic,Agree,Sarcastic
5580,"yes if both sides agree to it, as i mentioned in the next sentence, but honestly, how many children do you know or parents that would allow their child to have sex with an adult, as i also said. i guess you never heard of child grooming. no government does not mean no morals or parent leadership. kids are still at the whim of their family. government means enforced morals.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5581,At least you are aware of your own mental deficiencies.,Non-Sarcastic,Sarcastic,Disagree,Unknown
5582,"To point our an error, i believe the baby was at the infant stage, not the toddler.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5583,"Really if this is another one of your fresh organic sample = age of decades of time capsule because they were both on top of the ground, you're officially delusional.",Sarcastic,Sarcastic,Agree,Sarcastic
5584,"actually i just copied yours. :p i just figured with your past history, you actually did the digging to find the real stuff, unlike many religious people who just preach the same church made up claims. however, hunter has some internal contridictions in his arguments, and does seem to skirt issues when it becomes cumbersome to deal with them.  why do you say that? law is not concerned with preaching love. law is concered with preaching order. singapore is a draconian state, and look how successful they are economically and culturally.",Sarcastic,Non-Sarcastic,Disagree,Unknown
5585,"And I just say that it would be unjust and unfair of you to force metaphysical belief systems of your own which constitute religious belief upon your follows who may believe otherwise than you. Get pregnant and treat your fetus as a full person if you wish, nobody will force you to abort it. Let others follow their own beliefs differing or the same. Otherwise you attempt to obtain justice by doing injustice.Mo",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5586,"Stunning. You're here insulting me even though we agree on this issue. You must really hate me, Antonia.",Sarcastic,Sarcastic,Agree,Sarcastic
5587,So the huge amount of men and material that the US contributed to the war was just not necessary. Thats your argument?Well that makes perfect sense.What's a BBS?,Non-Sarcastic,Sarcastic,Disagree,Unknown
5588,"Because specific species of horses only exist at certain periods in the geological record. Every so often, a new species that looks very, very similar, but with some distinct characteristics appears where the previous one use to in the geological record. Also, off the one of the coasts of either Ireland or England, there are sheer cliffs. In these cliffs you are able to see evolutionary development of shellfish for basically a billion years as you go from the top to the bottom. ",Non-Sarcastic,Sarcastic,Disagree,Unknown
5589,"That's ok, cause it's completely legal to light up a cigarette while driving. I guess some feel that must be a lot safer than using a phone.
",Non-Sarcastic,Sarcastic,Disagree,Unknown
5590,"Zing!
And did anyone ever sit down with the Upanishads and compare them to the Sermon on the Mount?
Very suspicious indeed.emoticonXDonno",Sarcastic,Sarcastic,Agree,Sarcastic
5591,Sorry. Disasterous work week. Will post today if that's still okay.   Appologies for the delay.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5592,"EZ, if the concept of Gay Jesus offends you, why do you bring up the subject incessantly? You're the only one who does this around here. Truly bizarre.For example...",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5593,"ms. bennet, in your opinion, is the anglican church apostolic? if so, what is the case that it presents for apostolic succession? the roman church did not start as an imperial church. the empire wasn't around for 300 years or so. i think many martyrs of the faith would differ with that assertion. it started at peter's appointment as the foundation of the church and was solidified in the upper room after jesus' resurrection. why do you desire to receive communion at a catholic church?",Non-Sarcastic,Sarcastic,Disagree,Unknown
5594,what's the difference between ignorance and apathy? answer: i don't know and i don't care. emoticonxclown,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5595,When the needs of the two are in conflict this is unavoidable.,Non-Sarcastic,Sarcastic,Disagree,Unknown
5596,"then prove me wrong. you want respect? then earn it. i'll give it to you if you stop meaninglessly attack me with your insults. i'm serious, i'll calm down the second you start delivering real arguments. and 'standard atheist attacks'? wow. you're so close minded, aren't you?",Sarcastic,Sarcastic,Agree,Sarcastic
5597,"It is? I always thought it was a blended pagan/Christian holiday. emoticonXConfused 
",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5598,wow! i didn't know that. thanks! should i read the new york times instead?,Sarcastic,Sarcastic,Agree,Sarcastic
5599,"...and if RMNS doesn't explain the development of hands or feet, it's pretty safe to say it doesn't explain the development of anything else, either.",Non-Sarcastic,Sarcastic,Disagree,Unknown
5600,"Please do, because according to your source McVeigh called himself an Agnostic.
",Non-Sarcastic,Sarcastic,Disagree,Unknown
5601,i wouldn't. think you can arrange it? i mean i'm not asking for anything more than a personal appearance.  something allegedly granted numerous times in the bible. call me thomas.,Sarcastic,Non-Sarcastic,Disagree,Unknown
5602,"They would not have to be spontaneous or simultaneous but they would have to exactly copy many structures of each other, highly unlikely.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5603,"The other forest does not photosynthesize all year round, the other forest is also in just as much danger as the rainforest. For some reason, radical environmentalists choose to place undue emphasis on the de-forestation of rainforest rather than global forest as a whole.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5604,"Simply pointing out that swords cut in both directions.   Be that as it may, no one has refuted that there are more cases of Concealed Carry Permit holders who have gone off and assaulted people than there have been school shootings.   Care to try? Omegaman tried, failed, and went silent on the topic.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5605,"don't believe what exists montalban? contradictions? you're correct! what does obectivist circular reasoning have to do with your contradictory position? (hint: nothing, it's the latest fallacy of rambling off topic) stuck, no way out...lol, is that in the bible too? or, you could back up your claims and stop avoiding the questions! so that's your definition for non-material is??? montalban defines :non-material it's non-material you're right, that's a non-definition, not a definition. -mach",Non-Sarcastic,Sarcastic,Disagree,Unknown
5606,oh yes this is all over the news in ireland. irish farmers are having a canary that its the end of ireland's sugar industry. and cereal too because of crop rotation. nobody seems to have even thought of the question as to why exactly the eu should pay for an unsustainable industry as oppossed to farmers moving into something profitable. edit: oh and its tied into something about sugar being one of irelands few natural resources. emoticonxbanghead,Sarcastic,Sarcastic,Agree,Sarcastic
5607,"He killed thousands of failed athletes? I must have missed this in the news.
",Non-Sarcastic,Sarcastic,Disagree,Unknown
5608,"Great job straight out of the leftard playbook. Can't refute the message so go after the messenger. Would it matter if it was printed in the NY Slimes, I doubt it.",Non-Sarcastic,Sarcastic,Disagree,Unknown
5609,"Dude, go jack off to your god somewhere else. We don't need to see it. emoticonXKill",Sarcastic,Non-Sarcastic,Disagree,Unknown
5610,The problem here is that Christians (such as I am) consider the Bible to be Proof.,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5611,"We just call it either England or Great Britain over here in the US...but then again we don't teach geography very well :)
My point is ....where do they make them from? Much the same way a chair is made from wood...morals have to be made by something, what is the basis?",Non-Sarcastic,Sarcastic,Disagree,Unknown
5612,so we would penalize financially those who want to have kids?,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5613,"As I understand, Scalia and Thomas are some of the most conservative members of the court.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5614,"So you feel that Mrs Vo should have been allowed to run the risk of dying?  Your statement ""An abortion never has to be done"" only holds true if you place the value of the unborn child over that of the mother in all cases. Do you really believe that?",Sarcastic,Non-Sarcastic,Disagree,Unknown
5615,You draw very interesting conclusions my friend.   If this is your standpoint then what is the purpose of a government?,Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5616,"Yes, letting her get an abortion will teach her that unprotected sex at 13 is okay, because she can always go through a dangerous and invasive medical procedure.
In fact, I bet that if she gets that abortion, she's be spreading her legs before the bleeding even fully stops!",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
5617,"probably because the article is irrelevant. either way, i posted an article to make you happy so quit compaining and just answer the question with some respect. thanks for just simply answering dog....i'm not sure why it is so complicated. if you don't ask race than how can you be prejudice? there is also no proof that people would currently be discriminated against. but current affirmative action is a topic for another thread.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
